"","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"AKTIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345379513196145,0.0622962726289939,0.0899077426477732,0.118410182738329,0.150382702800643,0.179917734305193,0.201722754811391,0.229973332790951,0.254605250158905,0.281949586772896,0.312002893150423,0.343094265890497,0.369852839203083,0.395096120841513,0.419638744069613,0.443055196351494,0.465764812452556,0.488450740670053,0.511856886406605,0.537846905757459,0.565450363754345,0.59550197100886
"ALB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219807787098632,0.00418266949068501,0.00132004028484012,0,0,0,0,0,0,0.00237596413993923,0.00932845819448953,0.0156053248820953,0.0201969147422202,0.0242570679708383,0.0273371048609844,0.031202862524582,0.0334605986713046,0.0360166800518927,0.0377394468570474
"ALDH1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311473371333234,-0.0682090825386001,-0.0986653330847952,-0.120434938036294,-0.13467426834513,-0.129509940291795,-0.119226538912504,-0.112067517063026,-0.10606908497466,-0.109379925018755,-0.11350609376207,-0.125697381249385,-0.137743704000353,-0.147464778384283,-0.160498615899671,-0.178659869538497,-0.198539964248802,-0.220801632195748,-0.243113730988126,-0.26328150729451,-0.28671396069167,-0.314995051700734,-0.34603792702293,-0.376548817928453
"ALDH3A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH9A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106330868030176,-0.020750816641702,-0.0274587252552056,-0.0330099616979595,-0.0415006748544951,-0.0566421902640015,-0.0733597513177862,-0.0881053357889948,-0.105025256794204,-0.119867631967231,-0.134199746168447,-0.151718769332745,-0.170393673313499,-0.19067623819529,-0.207839563075697,-0.223994879787676,-0.23883967989662,-0.251234488013781,-0.261583798301062
"ALDOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193181193570963,-0.0462848358662418,-0.0727300245853206,-0.0981179987696182,-0.119908712890261,-0.142862161228121,-0.167364695991976,-0.19403716553803,-0.223898838640672,-0.246703588812268,-0.268875258964165,-0.288541193311797,-0.306578958601055,-0.322261237536726
"ALG6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104935306517604,0.0155307199083768,0.0391910387899453,0.0607746816034422,0.0897070950581449,0.113112890197552,0.131545899666868,0.154933502217698,0.17906152727726,0.20270322570978,0.227587621335385,0.253921270535177,0.279138119248151,0.304956168406739,0.331613606829828,0.355567415924115,0.380960327953805,0.406770700901091
"ALG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALG9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142990623003021,0.0429264908015355,0.0663305311072598,0.0828271616166361,0.102761144874738,0.116509342151098,0.128637764252564,0.143330893211449,0.162921019949794,0.184355856819802,0.208506509717782,0.2348065668407,0.260499756421565,0.287196831595709,0.306694755520873,0.325973501481082,0.344734273152815,0.362204074884738,0.37892372332558
"ALMS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636709729168824,0.00741606842163688,0.0154384502590505,0.0212567864277257,0.0264463704858126,0.0308099575658379
"AMMECR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMY2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMY2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258085692599452,0.03928522173391,0.0744571013427609,0.111730535678295,0.14120617360519,0.157238485300688,0.16470049070823,0.174935883761356,0.177635339238981,0.179827826789316,0.184787583019926,0.191780919806729,0.201372680408599,0.210677963370572,0.220473158805631,0.229284905502221,0.237911171596847,0.2445218531911,0.249107716422061,0.250801974624724,0.249702909449344
"ANKMY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000218650792235084,-0.000921548311882752,-0.00311188918591512,-0.00843584434289817,-0.01694285473612
"ANKRD46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960625898488245,0.0104774820952427,0.0222851351462884,0.0341674751684445,0.0438886848105495,0.0548545140550158,0.0656936523124655,0.0770331815224362,0.0887780879857649
"ANKRD50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426267496091041,0.00102841630533166,0.000430650699157966,0.00119494690640081,0.00344538291423822,0.00581519190303849,0.0137101496082196,0.0248950022786459,0.0386495239185565
"ANPEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898003086767703,0.00303725992967674,0.00478129398447333,0.00516938572182864,0.00605932091023764,0.00706806831024758,0.00826746599260475,0.00989687011997879
"ANTXR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667391028129663,-0.0361629063907932,-0.0575091174063661,-0.064148736838823,-0.0634572201782947,-0.0596437908485765,-0.0547358831435188,-0.0512339640197444,-0.0331266873227018,-0.0237336068270831,-0.0102154618291724,-0.000564088057791904,0,0,0,0,0,0,0,-0.00172949380695103,-0.00486739699758846,-0.00859159665133915,-0.0151999019169257,-0.025873410696689
"ANXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187397102313064,0.0672786106648279,0.114839405986593,0.150981437090147,0.189820551434704,0.222875181594276,0.259241426202242,0.290884926003547,0.328475372885821,0.37695578298255,0.430467673217104,0.48571772309368,0.538223682758893,0.590840707384925,0.643675677405099,0.691430176091076,0.738547835384088,0.783492090824924,0.827223001207056,0.868510341691332
"ANXA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312101054387823,-0.0740902524639739,-0.108319395550013,-0.148855081790876,-0.174763674877551,-0.205128730745344,-0.243466698645594,-0.282607243115531,-0.322751132379875,-0.366293238013886,-0.408683623979037,-0.448146718040453,-0.485805217838264,-0.51975320475357,-0.550388237308777,-0.579251800099893,-0.60770458617236,-0.636095145616047
"ANXA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297958645161331,-0.0622433317233645,-0.0922133386318521,-0.116693626676142,-0.131469126924717,-0.148360533442538,-0.169840390355777,-0.193396098810263,-0.220610720009905,-0.246014262381772,-0.269327652382107,-0.292953993124278,-0.315721831331997,-0.339482048497287,-0.362114620804319,-0.384433546977924,-0.408325466997899,-0.433638983833678,-0.460588914095146
"ANXA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP2B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369360580337339,-0.0104041345700472,-0.0184658454179028,-0.0267236664407837,-0.032419488543006
"AP3M1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000634533532213504,-0.000194480493054755,0,0,0,0,0,0,0,0
"APPBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006957254314603,0.0165620438109458,0.0282094890420107,0.0372595919273571,0.0460512752189226,0.055919371340846,0.0669575093304177,0.0779380078740784,0.0894754735936022,0.103043670229509,0.114665048157309,0.125304915372863,0.136275110957601,0.148181619977669,0.160198582938162
"AQP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00126801944476386,-0.00438818710055173,-0.00676649420416086,-0.00901033895607241,-0.0106552538521324,-0.012621242268189
"ARHGAP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182265621985213,0.00447371375406884,0.0066283256297755,0.00818451797710163
"ARL14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013390140827163,-0.0297393405217107,-0.0543514467285357,-0.0653864181620444,-0.0778442488701296,-0.085885311536045,-0.0955598288936891,-0.105835085665243,-0.120990576443868,-0.141949398361014,-0.166459471413823,-0.193119578208439,-0.216293229560259,-0.239378540775647,-0.261907789482528,-0.283302849896643,-0.304682408025625
"ARL6IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000653911100102375,-0.00727306652370085,-0.0131988350511303,-0.020208748386866,-0.0293128107489782,-0.0373177208638473,-0.0452494805397878,-0.0531455102414165,-0.0614865588033741,-0.0700244082063391
"ARMCX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMCX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARRDC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248464545466677,0.0613344941611566,0.103191851707079,0.145844078201581,0.190640579960888,0.232157192638638,0.270966302443177,0.309200891907264,0.344911718566022,0.379777979625201,0.411533207021273,0.441014614078611,0.469298683452013,0.496343174325925,0.524646838092095,0.554012695252785,0.584032528102863,0.617859264940703
"ARRDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.95893025077769e-05,-0.00189814299161931
"ASNS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111676751264053,-0.00529123338798916,-0.00404778670906585,-0.00277366666031301,-0.00688743425262991,-0.00501299710673633,-0.00659242481613152,-0.00672127947833998,-0.00763286224455758,-0.00772132891893315,-0.0100563383736095,-0.0119156563987596,-0.0124309229005189,-0.013042652797229,-0.0131807694787708,-0.0147198528554031,-0.0162750544951566,-0.0183692959379762,-0.0247963914539465,-0.0358475276369622
"ASTE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242699938100168,0.00258612138274189,0.00684895335573694,0.0103400111218892,0.0131068900987223,0.0149786544462988
"ASUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116525364345279,-0.0180467815785338,-0.0340516901296336,-0.0438748039912292,-0.0528209918789317,-0.0546331419181011,-0.0502910372437378,-0.0412079568803353,-0.0244720521026938,-0.0039288278632612,0,0,0,0,0,0,0,0,-0.00042229453447131,-0.00183030828901205,-0.00265328520658458
"ATF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF7IP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139089692879374,0.00116916886772707
"ATP1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP2B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559734432774137,0.016523375486888
"ATP5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00164205052977029,-0.00872792071529413,-0.0210647887555748,-0.0350267817822281,-0.0492710317605755,-0.062481369850463,-0.0759331861678335,-0.088389860547674,-0.098966158708413,-0.107648653558237,-0.116907912115569,-0.126373522217425
"ATP6V1B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
